title,year,budget,revenue,vote_average,vote_count,popularity,female_ratio,female_director,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Clash of the Titans,2010.0,125000000,232713139,5.6,2233,47.686442,0.2857142857142857,0,3.0,5.8,293164.0,106,Action,Adventure,Fantasy
Total Recall,1990.0,65000000,261317921,7.1,1710,43.129703,0.23809523809523808,0,1.0,7.5,355525.0,113,Action,Adventure,Sci-Fi
The 13th Warrior,1999.0,160000000,61698899,6.4,510,27.220157,0.05263157894736842,0,,,,,,,
The Bourne Legacy,2012.0,130000000,276572938,6.0,2651,90.33681,0.1935483870967742,0,,,,,,,
Batman & Robin,1997.0,125000000,238207122,4.2,1418,50.073575,0.21428571428571427,0,,,,,,,
How the Grinch Stole Christmas,2000.0,123000000,345141403,6.2,1386,45.419668,0.4117647058823529,0,3.0,6.3,291969.0,104,Comedy,Family,Fantasy
The Day After Tomorrow,2004.0,125000000,544272402,6.2,2392,41.380094,0.14814814814814814,0,,,,,,,
Mission: Impossible II,2000.0,125000000,546388105,5.9,1928,54.931334,0.058823529411764705,0,0.0,6.1,378611.0,123,Action,Adventure,Thriller
The Perfect Storm,2000.0,120000000,325756637,6.2,597,25.752118,0.32142857142857145,0,,,,,,,
Fantastic 4: Rise of the Silver Surfer,2007.0,130000000,289047763,5.4,2589,60.810723,0.2777777777777778,0,,,,,,,
Life of Pi,2012.0,120000000,609016565,7.2,5797,51.328145,0.09523809523809523,0,1.0,7.9,668442.0,127,Adventure,Drama,Fantasy
Ghost Rider,2007.0,110000000,228738393,5.2,1712,46.834704,0.21052631578947367,0,0.0,5.3,252793.0,110,Action,Fantasy,Thriller
Jason Bourne,2016.0,120000000,415484914,5.9,2341,62.641286,0.23076923076923078,0,1.0,6.6,242638.0,123,Action,Thriller,
Charlie's Angels: Full Throttle,2003.0,120000000,259175788,5.2,914,33.616115,0.375,0,,,,,,,
Prometheus,2012.0,130000000,403170142,6.3,5080,68.889395,0.19230769230769232,0,3.0,7.0,645767.0,124,Adventure,Mystery,Sci-Fi
Stuart Little 2,2002.0,120000000,169956806,5.4,613,27.990284,0.42857142857142855,0,,,,,,,
Elysium,2013.0,115000000,286140700,6.4,3439,67.33767,0.2916666666666667,0,3.0,6.6,471980.0,109,Action,Drama,Sci-Fi
The Chronicles of Riddick,2004.0,105000000,115772733,6.3,1570,27.835436,0.3157894736842105,0,,,,,,,
RoboCop,2014.0,120000000,242688965,5.7,2342,66.757869,0.25,0,,,,,,,
Speed Racer,2008.0,120000000,93945766,5.7,354,17.060695,0.19230769230769232,1,3.0,6.1,78618.0,135,Action,Adventure,Comedy
How Do You Know,2010.0,120000000,48668907,4.9,223,11.137655,0.375,0,3.0,5.4,54682.0,121,Comedy,Drama,Romance
Knight and Day,2010.0,117000000,261930431,5.9,1547,44.906918,0.2631578947368421,0,2.0,6.3,210715.0,109,Action,Adventure,Comedy
Oblivion,2013.0,120000000,286168572,6.4,4800,67.698004,0.3333333333333333,0,3.0,7.0,554348.0,124,Action,Adventure,Sci-Fi
Star Wars: Episode III - Revenge of the Sith,2005.0,113000000,850000000,7.1,4116,44.108427,0.08333333333333333,0,1.0,7.6,848231.0,140,Action,Adventure,Fantasy
Star Wars: Episode II - Attack of the Clones,2002.0,120000000,649398328,6.4,3992,43.987061,0.16666666666666666,0,3.0,6.6,761599.0,142,Action,Adventure,Fantasy
"Monsters, Inc.",2001.0,115000000,562816256,7.5,5996,106.815545,0.18867924528301888,0,1.0,8.1,981803.0,92,Adventure,Animation,Comedy
The Wolverine,2013.0,120000000,415440673,6.3,4053,15.953444,0.18181818181818182,0,,,,,,,
Star Wars: Episode I - The Phantom Menace,1999.0,115000000,924317558,6.3,4432,54.035265,0.10344827586206896,0,3.0,6.5,861068.0,136,Action,Adventure,Fantasy
The Croods,2013.0,135000000,585178928,6.8,2399,64.183321,0.375,0,,,,,,,
Asterix at the Olympic Games,2008.0,97250400,132900000,5.0,471,20.344364,0.07692307692307693,0,,,,,,,
Windtalkers,2002.0,115000000,77628265,5.8,341,18.714197,0.1,0,0.0,6.1,73791.0,134,Action,Drama,War
The Huntsman: Winter's War,2016.0,115000000,164602163,6.0,1523,60.467984,0.23809523809523808,0,,,,,,,
Teenage Mutant Ninja Turtles,2014.0,125000000,477200000,5.8,2636,143.350376,0.17857142857142858,0,3.0,5.8,220635.0,101,Action,Adventure,Comedy
Gravity,2013.0,105000000,716392705,7.3,5751,110.153618,0.14285714285714285,0,0.0,7.7,864581.0,91,Drama,Sci-Fi,Thriller
Dante's Peak,1997.0,116000000,178127760,5.7,428,16.90444,0.375,0,3.0,6.0,98786.0,108,Action,Adventure,Thriller
Teenage Mutant Ninja Turtles: Out of the Shadows,2016.0,135000000,245623848,5.8,963,39.873791,0.12,0,3.0,5.9,100064.0,112,Action,Adventure,Comedy
Fantastic Four,2015.0,120000000,167977596,4.4,2278,38.126095,0.14285714285714285,0,0.0,4.3,176933.0,100,Action,Adventure,Sci-Fi
Night at the Museum,2006.0,110000000,574480841,6.3,2862,48.780039,0.19047619047619047,0,3.0,6.5,378481.0,108,Adventure,Comedy,Family
San Andreas,2015.0,110000000,470490832,6.0,2968,100.412364,0.37777777777777777,0,3.0,6.1,257511.0,114,Action,Adventure,Thriller
Tomorrow Never Dies,1997.0,110000000,333011068,6.0,925,42.887121,0.17647058823529413,0,1.0,6.5,204995.0,119,Action,Adventure,Thriller
The Patriot,2000.0,110000000,215294342,6.8,1099,23.657284,0.14285714285714285,0,,,,,,,
Ocean's Twelve,2004.0,110000000,362744280,6.4,2124,76.840712,0.14814814814814814,0,2.0,6.5,415086.0,125,Crime,Thriller,
Mr. & Mrs. Smith,2005.0,110000000,478207520,6.5,2965,44.635452,0.4666666666666667,0,,,,,,,
Insurgent,2015.0,110000000,295238201,6.2,3829,103.718387,0.5,0,3.0,6.2,255744.0,119,Action,Adventure,Sci-Fi
The Aviator,2004.0,116000000,102000000,7.0,1489,45.616098,0.2923076923076923,0,,,,,,,
Gulliver's Travels,2010.0,112000000,237382724,4.9,621,22.845143,0.1875,0,,,,,,,
The Green Hornet,2011.0,120000000,227817248,5.5,1251,31.703608,0.15384615384615385,0,,,,,,,
300: Rise of an Empire,2014.0,110000000,337580051,6.1,2397,71.510596,0.11904761904761904,0,1.0,6.2,316455.0,102,Action,Drama,
The Smurfs,2011.0,110000000,563749323,5.5,1179,36.65422,0.13793103448275862,0,,,,,,,
Home on the Range,2004.0,110000000,103951461,5.7,389,19.625972,0.23809523809523808,0,3.0,5.4,26106.0,76,Adventure,Animation,Comedy
Allegiant,2016.0,110000000,179246868,5.9,1998,86.105615,0.35294117647058826,0,,,,,,,
Real Steel,2011.0,110000000,299268508,6.6,2692,37.195046,0.20930232558139536,0,1.0,7.1,356645.0,127,Action,Drama,Sci-Fi
The Smurfs 2,2013.0,105000000,347434178,5.5,695,32.473628,0.125,0,,,,,,,
Speed 2: Cruise Control,1997.0,160000000,164508066,4.1,434,23.336875,0.25,0,,,,,,,
Ender's Game,2013.0,110000000,125537191,6.6,2303,45.94834,0.2,0,,,,,,,
Live Free or Die Hard,2007.0,110000000,383531464,6.4,2089,48.93337,0.17391304347826086,0,1.0,7.1,421252.0,128,Action,Thriller,
The Lord of the Rings: The Fellowship of the Ring,2001.0,93000000,871368364,8.0,8705,138.049577,0.11538461538461539,0,,,,,,,
Around the World in 80 Days,2004.0,110000000,72178895,5.7,672,22.643776,0.15384615384615385,0,1.0,5.9,94911.0,120,Action,Adventure,Comedy
Ali,2001.0,107000000,87713825,6.7,447,18.866672,0.23214285714285715,0,,,,,,,
"I, Robot",2004.0,120000000,347234916,6.7,3793,95.914473,0.2857142857142857,0,1.0,7.1,576972.0,115,Action,Mystery,Sci-Fi
Kingdom of Heaven,2005.0,130000000,211643158,6.6,1157,44.490453,0.15,0,0.0,7.3,316948.0,144,Action,Adventure,Drama
Stuart Little,1999.0,133000000,300135367,5.8,959,30.475297,0.3333333333333333,0,1.0,6.0,149543.0,84,Adventure,Comedy,Family
The Princess and the Frog,2009.0,105000000,267045765,6.7,1247,62.479574,0.2608695652173913,0,,,,,,,
The Martian,2015.0,108000000,630161890,7.6,7268,167.93287,0.23529411764705882,0,,,,,,,
The Island,2005.0,126000000,162949164,6.5,1770,37.68056,0.2682926829268293,0,,,,,,,
Town & Country,2001.0,90000000,10372291,3.7,16,1.004579,0.5,0,,,,,,,
Gone in Sixty Seconds,2000.0,90000000,237202299,6.1,1485,52.995628,0.13043478260869565,0,1.0,6.5,295383.0,118,Action,Crime,Thriller
Gladiator,2000.0,103000000,457640427,7.9,5439,95.301296,0.05263157894736842,0,0.0,8.5,1626102.0,155,Action,Adventure,Drama
Minority Report,2002.0,102000000,358372926,7.1,2608,65.948959,0.34782608695652173,0,1.0,7.6,585706.0,145,Action,Crime,Mystery
Harry Potter and the Chamber of Secrets,2002.0,100000000,876688482,7.4,5815,132.397737,0.18032786885245902,0,3.0,7.4,694375.0,161,Adventure,Family,Fantasy
Casino Royale,2006.0,150000000,599045960,7.3,3855,88.935165,0.08860759493670886,0,1.0,8.0,696044.0,144,Action,Adventure,Thriller
Planet of the Apes,2001.0,100000000,362211740,5.6,1243,51.188633,0.17391304347826086,0,3.0,5.7,231752.0,120,Action,Adventure,Sci-Fi
Terminator 2: Judgment Day,1991.0,100000000,520000000,7.7,4185,101.74155,0.11904761904761904,0,,,,,,,
Public Enemies,2009.0,80000000,214104620,6.5,1344,33.691694,0.20408163265306123,0,1.0,7.0,319369.0,140,Action,Biography,Crime
American Gangster,2007.0,100000000,266465037,7.4,1502,42.361215,0.14545454545454545,0,1.0,7.8,453763.0,157,Biography,Crime,Drama
True Lies,1994.0,115000000,378882411,6.8,1116,38.729418,0.3,0,3.0,7.3,281817.0,141,Action,Comedy,Thriller
The Taking of Pelham 1 2 3,2009.0,100000000,150166126,6.2,954,40.597856,0.09090909090909091,0,,,,,,,
Little Fockers,2010.0,100000000,310650585,5.4,1060,32.389353,0.3333333333333333,0,,,,,,,
The Other Guys,2010.0,100000000,170432927,6.1,1383,24.399642,0.20689655172413793,0,,,,,,,
Eraser,1996.0,100000000,242295562,5.6,543,24.507987,0.16666666666666666,0,3.0,6.2,118594.0,115,Action,Crime,Thriller
Django Unchained,2012.0,100000000,425368238,7.8,10099,82.121691,0.06956521739130435,0,1.0,8.5,1701483.0,165,Comedy,Drama,Western
The Hunchback of Notre Dame,1996.0,100000000,100138851,6.8,1129,46.727941,0.23529411764705882,0,,,,,,,
The Emperor's New Groove,2000.0,100000000,169327687,7.2,1490,51.113717,0.2727272727272727,0,,,,,,,
The Expendables 2,2012.0,100000000,312573423,6.1,2896,53.732892,0.17647058823529413,0,,,,,,,
National Treasure,2004.0,100000000,347451894,6.4,1926,58.849256,0.13157894736842105,0,2.0,6.9,356126.0,131,Action,Adventure,Mystery
Eragon,2006.0,100000000,249288105,4.9,967,30.863434,0.26666666666666666,0,1.0,5.1,130649.0,104,Action,Adventure,Family
Where the Wild Things Are,2009.0,100000000,100086793,6.4,572,31.586215,0.11764705882352941,0,1.0,6.7,108630.0,101,Adventure,Drama,Family
Epic,2013.0,100000000,268426634,6.4,1121,36.711378,0.16,0,3.0,6.6,110061.0,102,Action,Adventure,Animation
The Tourist,2010.0,100000000,278731369,6.0,1699,41.426678,0.021739130434782608,0,,,,,,,
End of Days,1999.0,100000000,211989043,5.5,482,20.652943,0.23076923076923078,0,,,,,,,
Blood Diamond,2006.0,100000000,170877916,7.3,2281,52.792678,0.045454545454545456,0,1.0,8.0,587673.0,143,Adventure,Drama,Thriller
The Wolf of Wall Street,2013.0,100000000,392000694,7.9,6571,95.007934,0.11428571428571428,0,,,,,,,
Batman Forever,1995.0,100000000,336529144,5.2,1498,48.205606,0.23529411764705882,0,1.0,5.4,267090.0,121,Action,Adventure,
Starship Troopers,1997.0,105000000,121214377,6.7,1560,58.782359,0.4,0,3.0,7.3,322510.0,129,Action,Adventure,Sci-Fi
Cloud Atlas,2012.0,102000000,130482868,6.6,2977,73.872343,0.23333333333333334,1,3.0,7.4,374983.0,172,Drama,Mystery,Sci-Fi
Legend of the Guardians: The Owls of Ga'Hoole,2010.0,80000000,140073390,6.5,703,37.321848,0.2727272727272727,0,,,,,,,
Catwoman,2004.0,100000000,82102379,4.2,808,32.271938,0.3793103448275862,0,3.0,3.4,126003.0,104,Action,Crime,Fantasy
Hercules,2014.0,100000000,243400000,5.6,1680,76.842247,0.11538461538461539,0,2.0,6.0,164644.0,98,Action,Adventure,Fantasy
Treasure Planet,2002.0,140000000,109578115,7.2,948,38.924136,0.14285714285714285,0,3.0,7.2,133550.0,95,Adventure,Animation,Family
Land of the Lost,2009.0,100000000,68688831,5.3,381,19.38841,0.16666666666666666,0,0.0,5.3,75435.0,102,Action,Adventure,Comedy
The Expendables 3,2014.0,90000000,206172544,6.1,1795,61.025639,0.03225806451612903,0,,,,,,,
Point Break,2015.0,105000000,133718711,5.5,783,33.507289,0.14285714285714285,0,0.0,5.3,66224.0,114,Action,Adventure,Crime
In the Heart of the Sea,2015.0,100000000,93820758,6.5,1276,50.767332,0.07692307692307693,0,1.0,6.9,149051.0,122,Action,Adventure,Biography
The Adventures of Pluto Nash,2002.0,100000000,7103973,4.4,142,12.092241,0.35714285714285715,0,,,,,,,
Green Zone,2010.0,100000000,94882889,6.4,717,30.254021,0.011363636363636364,0,0.0,6.8,142901.0,115,Action,Drama,Thriller
The Peanuts Movie,2015.0,99000000,246233113,6.5,604,34.308098,0.21428571428571427,0,,,,,,,
The Spanish Prisoner,1997.0,10000000,13835130,7.1,73,3.091077,0.3333333333333333,0,,,,,,,
The Mummy Returns,2001.0,98000000,433013274,6.0,2206,41.862983,0.15789473684210525,0,,,,,,,
Gangs of New York,2002.0,100000000,193772504,7.1,1910,46.160048,0.20689655172413793,0,1.0,7.5,474098.0,167,Crime,Drama,
The Flowers of War,2011.0,94000000,95311434,7.1,187,12.516546,0.0,0,,,,,,,
Surf's Up,2007.0,85000000,149044513,5.9,601,23.230851,0.06666666666666667,0,,,,,,,
The Stepford Wives,2004.0,90000000,102000000,5.4,334,19.224754,0.4090909090909091,0,,,,,,,
Black Hawk Down,2001.0,92000000,172989651,7.2,1811,44.455166,0.029411764705882353,0,0.0,7.7,424840.0,144,Action,Drama,History
The Fifth Element,1997.0,90000000,263920180,7.3,3885,109.528572,0.06956521739130435,0,,,,,,,
Sex and the City 2,2010.0,100000000,288347692,5.4,426,18.325897,0.34375,0,,,,,,,
The Road to El Dorado,2000.0,95000000,76432727,7.0,858,37.054554,0.08333333333333333,0,,,,,,,
Ice Age: Continental Drift,2012.0,95000000,877244782,6.2,2672,65.229868,0.2702702702702703,0,2.0,6.5,225582.0,88,Adventure,Animation,Comedy
Cinderella,2015.0,95000000,543514353,6.7,2374,101.187052,0.14102564102564102,0,3.0,6.9,191206.0,105,Adventure,Drama,Family
The Lovely Bones,2009.0,65000000,93525586,6.6,1065,29.257137,0.35294117647058826,0,,,,,,,
Finding Nemo,2003.0,94000000,940335536,7.6,6122,85.688789,0.20833333333333334,0,1.0,8.2,1116220.0,100,Adventure,Animation,Comedy
The Lord of the Rings: The Return of the King,2003.0,94000000,1118888979,8.1,8064,123.630332,0.13793103448275862,0,,,,,,,
The Lord of the Rings: The Two Towers,2002.0,79000000,926287400,8.0,7487,106.914973,0.14705882352941177,0,,,,,,,
Seventh Son,2014.0,95000000,114178613,5.2,957,63.628459,0.17142857142857143,0,3.0,5.5,80591.0,102,Action,Adventure,Fantasy
Lara Croft: Tomb Raider,2001.0,115000000,274703340,5.7,2192,41.498631,0.08695652173913043,0,0.0,5.8,219345.0,100,Action,Adventure,Fantasy
Transcendence,2014.0,100000000,103039258,5.9,2295,58.991388,0.24390243902439024,0,1.0,6.2,239182.0,119,Action,Drama,Sci-Fi
Jurassic Park III,2001.0,93000000,368780809,5.7,2077,1.859364,0.2,0,2.0,5.9,341841.0,92,Action,Adventure,Sci-Fi
Rise of the Planet of the Apes,2011.0,93000000,482860185,7.0,4347,138.433168,0.21428571428571427,0,1.0,7.6,569761.0,105,Action,Drama,Sci-Fi
The Spiderwick Chronicles,2008.0,90000000,162839667,6.3,572,21.436682,0.3333333333333333,0,,,,,,,
A Good Day to Die Hard,2013.0,92000000,304654182,5.2,3493,65.402595,0.2,0,1.0,5.2,215400.0,98,Action,Thriller,
The Alamo,2004.0,145000000,25819961,5.8,106,10.660441,0.1,0,,,,,,,
The Incredibles,2004.0,92000000,631442092,7.4,5152,77.817571,0.11363636363636363,0,,,,,,,
Cutthroat Island,1995.0,98000000,10017322,5.7,136,7.029308,0.06451612903225806,0,1.0,5.7,30654.0,124,Action,Adventure,Comedy
Percy Jackson & the Olympians: The Lightning Thief,2010.0,95000000,226497209,6.0,2010,61.121717,0.31868131868131866,0,,,,,,,
Men in Black,1997.0,90000000,589390539,6.9,4412,104.121555,0.1111111111111111,0,1.0,7.3,614888.0,98,Action,Adventure,Comedy
Toy Story 2,1999.0,90000000,497366869,7.3,3806,73.575118,0.20833333333333334,0,1.0,7.9,621388.0,92,Adventure,Animation,Comedy
Unstoppable,2010.0,100000000,167805466,6.3,1165,37.698465,0.15,0,3.0,6.8,208135.0,98,Action,Thriller,
Rush Hour 2,2001.0,90000000,347325802,6.4,1054,35.814765,0.375,0,3.0,6.7,240041.0,90,Action,Comedy,Crime
What Lies Beneath,2000.0,100000000,155464351,6.3,488,15.835672,0.6,0,3.0,6.6,136048.0,130,Drama,Horror,Mystery
Cloudy with a Chance of Meatballs,2009.0,100000000,242988466,6.5,1747,46.781182,0.1951219512195122,0,1.0,6.9,258887.0,90,Adventure,Animation,Comedy
Ice Age: Dawn of the Dinosaurs,2009.0,90000000,886686817,6.5,2271,69.457898,0.3333333333333333,0,1.0,6.9,264981.0,94,Adventure,Animation,Comedy
The Secret Life of Walter Mitty,2013.0,90000000,188133322,7.0,3144,43.348022,0.23076923076923078,0,,,,,,,
Charlie's Angels,2000.0,92000000,264105545,5.6,1232,40.20395,0.3125,0,,,,,,,
The Departed,2006.0,90000000,289847354,7.9,4339,63.429157,0.07042253521126761,0,,,,,,,
Mulan,1998.0,90000000,304320254,7.6,2008,67.427755,0.23809523809523808,0,3.0,7.7,317600.0,87,Adventure,Animation,Comedy
Tropic Thunder,2008.0,92000000,188072649,6.5,1667,43.192048,0.33783783783783783,0,0.0,7.1,449240.0,107,Action,Comedy,War
The Girl with the Dragon Tattoo,2011.0,90000000,232617430,7.2,2434,47.651083,0.22033898305084745,0,,,,,,,
Die Hard: With a Vengeance,1995.0,90000000,366101666,6.9,2066,51.881077,0.17647058823529413,0,1.0,7.6,409085.0,128,Action,Adventure,Thriller
Sherlock Holmes,2009.0,90000000,524028679,7.0,5766,57.834787,0.05454545454545454,0,1.0,7.6,672709.0,128,Action,Adventure,Mystery
Ben-Hur,2016.0,100000000,94061311,5.3,621,29.608322,0.15789473684210525,0,1.0,5.7,46951.0,123,Action,Adventure,Drama
Atlantis: The Lost Empire,2001.0,120000000,186053725,6.7,1224,51.548589,0.26666666666666666,0,1.0,6.9,134553.0,95,Action,Adventure,Animation
Valkyrie,2008.0,75000000,200276000,6.7,1173,38.832842,0.05714285714285714,0,1.0,7.1,259850.0,121,Drama,History,Thriller
You Don't Mess with the Zohan,2008.0,90000000,201596308,5.5,1048,40.597344,0.4371584699453552,0,,,,,,,
Pixels,2015.0,88000000,243637091,5.6,2513,140.849495,0.125,0,1.0,5.6,159946.0,105,Action,Comedy,Fantasy
A.I. Artificial Intelligence,2001.0,100000000,235926552,6.8,1974,34.035114,0.17391304347826086,0,,,,,,,
The Haunted Mansion,2003.0,90000000,182290266,5.2,466,16.302378,0.2,0,,,,,,,
Contact,1997.0,90000000,171120329,7.2,1308,55.249434,0.2222222222222222,0,3.0,7.5,293807.0,150,Drama,Mystery,Sci-Fi
Hollow Man,2000.0,95000000,190213455,5.6,634,28.200874,0.3,0,3.0,5.8,138683.0,112,Action,Horror,Sci-Fi
The Interpreter,2005.0,80000000,162944923,6.2,392,18.69984,0.09523809523809523,0,,,,,,,
Percy Jackson: Sea of Monsters,2013.0,90000000,174578751,5.9,1648,40.262261,0.3181818181818182,0,3.0,5.7,126809.0,106,Adventure,Family,Fantasy
Lara Croft Tomb Raider: The Cradle of Life,2003.0,95000000,156505388,5.5,1418,56.811056,0.07692307692307693,0,3.0,5.5,145105.0,117,Action,Adventure,Fantasy
Now You See Me 2,2016.0,90000000,334901337,6.7,3235,51.535701,0.3617021276595745,0,1.0,6.4,322368.0,129,Action,Adventure,Comedy
The Saint,1997.0,68000000,118063304,5.9,302,20.913852,0.21428571428571427,0,,,,,,,
Spy Game,2001.0,92000000,143049560,6.8,579,27.166757,0.14285714285714285,0,1.0,7.1,167425.0,126,Action,Crime,Thriller
Mission to Mars,2000.0,90000000,60874615,5.7,369,16.058284,0.47058823529411764,0,1.0,5.7,76592.0,114,Adventure,Sci-Fi,Thriller
Rio,2011.0,90000000,484635760,6.5,2166,46.200042,0.23076923076923078,0,1.0,6.9,249437.0,96,Adventure,Animation,Comedy
Bicentennial Man,1999.0,100000000,93700000,6.9,963,24.939295,0.29411764705882354,0,3.0,6.9,124949.0,132,Drama,Romance,Sci-Fi
The Devil's Own,1997.0,90000000,140807547,5.9,290,15.350451,0.17647058823529413,0,,,,,,,
K-19: The Widowmaker,2002.0,100000000,35168966,6.1,264,15.625949,0.0,1,0.0,6.7,67532.0,138,Drama,History,Thriller
Conan the Barbarian,1982.0,20000000,79114085,6.6,650,31.802807,0.23529411764705882,0,1.0,6.9,162913.0,129,Action,Adventure,Fantasy
Cinderella Man,2005.0,88000000,108539911,7.3,616,24.100863,0.10294117647058823,0,2.0,8.0,198755.0,144,Biography,Drama,Romance
The Nutcracker: The Untold Story,2010.0,90000000,16178959,5.4,50,3.593349,0.4166666666666667,0,,,,,,,
Seabiscuit,2003.0,87000000,148336445,6.7,216,14.824166,0.08333333333333333,0,,,,,,,
Twister,1996.0,92000000,494471524,6.1,950,32.079995,0.25,0,3.0,6.5,215184.0,113,Action,Adventure,Thriller
Cast Away,2000.0,90000000,429632142,7.5,3218,57.739713,0.21428571428571427,0,2.0,7.8,640776.0,143,Adventure,Drama,Romance
Happy Feet,2006.0,100000000,384335608,5.9,1410,37.272385,0.3,0,3.0,6.4,200596.0,108,Adventure,Animation,Comedy
The Bourne Supremacy,2004.0,75000000,288500217,7.2,2825,53.213931,0.10869565217391304,0,,,,,,,
Air Force One,1997.0,85000000,315156409,6.2,840,36.38795,0.13157894736842105,0,1.0,6.5,210664.0,124,Action,Crime,Drama
Ocean's Eleven,2001.0,85000000,450717150,7.2,3783,60.929352,0.08695652173913043,0,,,,,,,
The Three Musketeers,2011.0,75000000,132274484,5.6,924,36.605246,0.2,0,,,,,,,
Hotel Transylvania,2012.0,85000000,358375603,6.8,2566,56.257411,0.20833333333333334,0,3.0,7.0,282001.0,91,Adventure,Animation,Comedy
Enchanted,2007.0,85000000,340487652,6.6,1449,29.21998,0.4,0,3.0,7.1,217755.0,107,Adventure,Animation,Comedy
Safe House,2012.0,85000000,208076205,6.3,1345,34.773106,0.17647058823529413,0,,,,,,,
102 Dalmatians,2000.0,85000000,183611771,5.1,313,9.895061,0.4,0,3.0,4.8,39715.0,100,Adventure,Comedy,Family
Tower Heist,2011.0,75000000,152930623,5.8,932,36.743324,0.2,0,1.0,6.2,151284.0,104,Action,Comedy,Crime
